title,bedrooms,bathrooms,car_spaces,land_size,building_size,multiple_floor,issecurity,isgarden,isbalcony,iscourtyard,lokasi, harga 
Rumah BSD Citra Garden Serpong Harga Terjangkau,2,1,1,60,28,1,1,1,0,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp806,000,000.00 "
Rumah 2 lantai murah siap huni bisa kpr,3,2,1,60,65,1,1,0,1,1,"Serpong, Tangerang Selatan"," Rp995,000,000.00 "
Rumah murah di Bintaro,3,1,1,69,69,1,0,0,0,0,Tangerang Selatan," Rp900,000,000.00 "
Rumah siap huni di jalan raya Puspitek dekat Mal Serpong,2,1,1,81,45,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp950,000,000.00 "
Rumah baru di exit tol bsd,3,2,1,60,5,2,1,1,0,0,"Serpong, Tangerang Selatan"," Rp835,000,000.00 "
Rumah 2 Lantai STRATEGIS dan MURAH di Kawasan Bintaro,3,2,1,76,75,1,0,0,0,0,Tangerang Selatan," Rp990,000,000.00 "
Kayu Manis Parkview,3,2,1,65,80,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp984,315,000.00 "
Camara 2 Townhouse,3,2,1,72,70,1,1,1,0,0,"Pamulang, Tangerang Selatan"," Rp889,000,000.00 "
Dijual Cluster Hunian Baru Modern 2 Lantai Tangerang Selatan,3,2,1,70,68,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp730,000,000.00 "
Rumah jual cepat di Pamulang Puspitek dekat stasiun rawabuntu Serpong,2,1,1,81,41,1,0,0,0,0,"Setu, Tangerang Selatan"," Rp840,000,000.00 "
Rumah Baru Di BSD 2 Lantai Cukup Booking 5 Juta,3,2,1,72,78,1,1,1,1,1,"Bintaro, Tangerang Selatan"," Rp850,000,000.00 "
Jual Di Villa Dago Tol Dekat BSD Dan Serpong,3,1,1,78,70,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp875,000,000.00 "
"Cendana ESSENCE, DP 0% langsung akad",2,2,2,60,55,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp850,000,000.00 "
Qozia Cluster Serpong Dekat Pinang/Villa Melati Mas,3,4,1,60,50,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp600,000,000.00 "
Rumah Hook siap huni di dalam perumahan di Pamulang Tangsel,2,1,1,72,36,3,0,1,0,0,Tangerang Selatan," Rp600,000,000.00 "
Rumah Full Renov di di Bakti Jaya Tangsel,2,1,1,72,45,1,0,0,0,1,"Setu, Tangerang Selatan"," Rp565,000,000.00 "
Rumah siap huni full renov di Pamulang Tangerang Selatan,3,1,1,60,72,2,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
Dijual Rumah siap huni di Taman Mangu Indah Pondok Aren,3,2,1,110,100,1,0,0,0,0,"Pondok Aren, Tangerang Selatan"," Rp680,000,000.00 "
Rumah siap huni 2 carport di Pamulang Tangsel,3,2,1,98,85,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp750,000,000.00 "
Cluster Lokasi Strategis dekat Tol & Stasiun BSD,3,2,1,63,70,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp833,000,000.00 "
Dijual cepat rumah siap huni full renov di pamulang,3,1,1,60,72,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
Rumah 2 lantai full renov di pamulang,3,1,1,72,72,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
"Dijual Rumah Minimalis Siap Huni Area Serpong (750 Juta), 9116 DZ",2,1,1,60,36,1,1,1,0,0,"Serpong, Tangerang Selatan"," Rp750,000,000.00 "
Rumah dijual cepat dlm cluster di jl elang. Sawah lama. Ciputat. Tangerang Selat,2,1,1,93,40,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp880,000,000.00 "
"Rumah Murah DP 0% Pagedangan, Tangerang, Start cicilan 3jt-an",2,1,1,84,47,1,1,0,1,0,Tangerang Selatan," Rp532,000,000.00 "
Rumah murah 2 lantai di Karawaci dekat dengan pintu tol,3,3,1,82.5,68,1,1,1,1,0,"Serpong, Tangerang Selatan"," Rp959,000,000.00 "
Rumah Dibawah 1M Daerah Bintaro,2,1,1,80,60,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp960,000,000.00 "
Townhouse Serpong Dekat Pinang/Prapanca/Senopati,3,2,2,60,50,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp600,100,000.00 "
Townhouse Serpong Dekat Kencana/Palem/Surya/Tambora/BSD/Pamulang,3,2,1,60,50,1,0,1,1,1,"Pamulang Barat, Tangerang Selatan"," Rp600,000,000.00 "
Townhouse Serpong Dekat Tanjung Duren/Tomang/BSD,3,2,1,50,50,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp600,000,000.00 "
"Rumah Bagus SHM di Setu, Tangerang Selatan, Siap Huni",2,1,1,81,42,1,0,0,0,0,"Setu, Tangerang Selatan"," Rp770,000,000.00 "
"Dijual Rumah Siap Huni, Lokasi Strategis dan Gratis Biaya Biaya",3,2,1,94,56,1,0,0,0,0,"Pondok Benda Baru, Tangerang Selatan"," Rp925,000,000.00 "
"473.Rumah Mezanine 1,5 Lt siap huni tanah luas 120m di Bakti jaya setu",1,2,1,120,50,1,0,0,0,0,"Setu, Tangerang Selatan"," Rp690,000,000.00 "
RUMAH DI BINTARO 986 JUTA DI SEKTOR 9,3,2,1,49,55,1,1,1,0,1,"Bintaro, Tangerang Selatan"," Rp986,000,000.00 "
RUMAH 3 KAMAR TIDUR DI BINTARO TANGERANG SELATAN,3,2,1,41,55,1,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp838,000,000.00 "
JUAL RUMAH DI BINTARO 800 JUTAAN,2,1,1,35,90,1,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp880,000,000.00 "
Jual Rumah Full Renovasi Di Panorama Serpong,2,1,1,72,52,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp700,000,000.00 "
Jual Hunian 1 Lantai Minimalis Dalam Cluster Villa Dago Pamulang,3,2,1,120,90,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp989,000,000.00 "
Rumah Nyaman Bebas banjir dekat stasiun KRL Cisauk dekat Mall - Kareem Properti,3,2,1,91,95,2,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
"Villa Gardenia Serpong, Rumah Siap Huni Bisa KPR",3,2,1,69,70,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp990,000,000.00 "
CENDANA BOTANIC SERPONG,2,2,1,60,55,1,1,1,1,1,Tangerang Selatan," Rp736,000,000.00 "
Rumah dijual 2 di Jalan Raya Puspitek Serpong Natura 20 menit dari Rawabuntu,3,2,1,81,51,2,1,1,1,1,"Serpong, Tangerang Selatan"," Rp960,000,000.00 "
Rumah murah 1 lantai ready stok di Serpong,2,1,1,79,43,1,1,1,0,0,"Serpong, Tangerang Selatan"," Rp610,000,000.00 "
Kalimaya Indah Blok D20 Hadap Selatan,3,3,1,72,76,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp995,700,000.00 "
Dijual Rumah minimalis strategis bebas banjir Di Pamulang,3,1,1,66,52,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp770,000,000.00 "
Rumah Baru Cukup Bayar Booking Fee Langsung Akad Di Ciledug Tangerang,2,1,1,60,40,1,1,0,0,1,"Bintaro, Tangerang Selatan"," Rp790,000,000.00 "
Rumah Bebas Banjir dijamin berkualitas kini hadir di cluster Graha Puri Bintaro,2,1,1,60,40,1,1,1,0,0,"Alam Sutera, Tangerang Selatan"," Rp790,000,000.00 "
"Rumah dekat pintu tol, di Pamulang, siap huni dan bisa KPR",3,2,1,79,74,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp960,000,000.00 "
"Rumah siap huni di jalan Raya Puspitek Serpong, DP ringan siap huni",2,1,1,80,45,1,0,1,0,0,"Serpong, Tangerang Selatan"," Rp800,000,000.00 "
Cluster Smart Home lokasi dekat Tol Pamulang Tangsel,3,12,1,62,72,1,1,1,1,0,"Pondok Benda Lama, Tangerang Selatan"," Rp859,000,000.00 "
Rumah 2 lantai lokasi di pusat kota Pamulang Tangsel,3,2,1,60,72,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp859,000,000.00 "
Rumah Hook 2 lantai dekat Tol BSD di Tangsel,3,2,1,70,70,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp875,000,000.00 "
Cluster Smart Home lokasi di tengah kota pamulang Tangsel,3,2,1,62,72,2,1,1,1,1,"Pondok Benda Lama, Tangerang Selatan"," Rp859,000,000.00 "
Rumah Smart Home 2 Lantai di Pamulang Tangsel,2,2,1,60,55,2,1,0,1,0,"Pamulang, Tangerang Selatan"," Rp770,000,000.00 "
Rumah Hook lokasi dekat Tol BSD Tangsel,3,2,1,70,70,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp875,000,000.00 "
Rumah siap huni lokasi Hook di Pamulang Tangsel,2,1,1,72,45,1,1,1,0,0,"Pamulang, Tangerang Selatan"," Rp600,000,000.00 "
Rumah siap huni lokasi dekat stasiun Sudimara Tangsel,3,2,1,120,95,1,1,1,0,0,"Sarua, Tangerang Selatan"," Rp900,000,000.00 "
Rumah 2 lantai lokasi dekat Tol BSD,3,2,1,60,70,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp815,000,000.00 "
RUMAH 2 LT. 4 KM DARI ST. RAWA BUNTU,3,2,1,60,55,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp785,000,000.00 "
Rumah Murah 1 Lantai Puri Bintaro Hijau,2,1,1,66,60,1,1,1,0,1,Tangerang Selatan," Rp580,000,000.00 "
CLUSTER MINIMALIS DI PONDOK JAYA SEKTOR 9,3,2,1,43,60,1,1,0,0,0,"Bintaro, Tangerang Selatan"," Rp902,000,000.00 "
Cluster lokasi strategis dekat TOl BSD,3,2,1,62,72,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp859,000,000.00 "
Rumah Ready Stock dekat Stasiun BSD,3,2,1,61,70,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp821,000,000.00 "
Cluster Mewah Harga Rp.1M Dekat BSD,3,3,1,63,83,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp1,000,000,000.00 "
rumah murah 4 kamar tidur di pamulang,4,3,1,78,140,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
Rumah dijual di Pamulang 2,5,3,1,100,150,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
Dijual 1 unit rumah di Vila inti persada Pamulang Tangerang Selatan,4,4,1,90,120,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
rumah siap huni dekat Kantor Walikota Tangsel,3,4,1,124,180,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp949,000,000.00 "
Cluster Manis 2 Lantai Harga Minimalis Di Pamulang,3,2,2,60,65,2,1,1,1,1,"Pamulang Timur, Tangerang Selatan"," Rp500,000,000.00 "
Rumah 2 lantai termurah di graha raya bintaro,3,2,1,65,60,1,1,1,0,0,"Serpong Utara, Tangerang Selatan"," Rp995,000,000.00 "
Hunian Town House Baru Harga Launching Di Jakarta Barat Karang Tengah,3,2,1,50,65,2,1,0,0,0,"Pondok Benda Baru, Tangerang Selatan"," Rp920,000,000.00 "
Rumah Keren 2 Lantai DP 0%,2,2,1,50,50,2,1,0,0,0,"Serpong, Tangerang Selatan"," Rp982,735,000.00 "
Kalimaya Indah Blok D21 Hadap Selatan,3,3,1,69,76,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp971,700,000.00 "
Dijual Rumah di Perumahan Palem Bintaro Wilayah Kota Tangerang Selatan,4,2,1,90,90,1,1,1,1,0,Tangerang Selatan," Rp625,000,000.00 "
Rumah 3 lantai full renov di Pamulang Tangsel,4,4,1,98,294,2,1,0,1,1,"Pamulang, Tangerang Selatan"," Rp975,000,000.00 "
Rumah Smart Home lokasi dtrategis dekat Tol BSD di Pamulang,3,2,1,62,72,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp859,000,000.00 "
Rumah 2 lantai Ready Stock posisi pojok lokasi dekat Stasiun BSD,3,2,1,62,70,2,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp827,000,000.00 "
Rumah 2 lantai dekat Tol BSD di Golden Green Residence,3,2,1,70,70,1,1,1,1,0,"Setu, Tangerang Selatan"," Rp875,000,000.00 "
"Dijual Rumah Full Renov 2,5 lantai di Pamulang",3,1,1,60,72,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
Rumah lokasi di Hook dekat Tol BSD Tangsel,3,2,1,70,70,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp875,000,000.00 "
Rumah di Hook lokasi dekat Stasiun BSD,3,2,1,70,70,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp875,000,000.00 "
Rumah Full Renov dekat Tol BSD di Pamulang,3,1,1,60,72,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
Cluster baru di Serpong,3,2,1,60,55,2,1,1,1,0,"Serpong, Tangerang Selatan"," Rp860,000,000.00 "
Rumah baru ready stok di Serpong,3,2,2,93,55,2,0,1,0,0,"Serpong, Tangerang Selatan"," Rp730,000,000.00 "
Dijual Rumah Siap Huni Atap Baja Ringan di Graha Raya Bintaro,2,1,1,72,56,1,1,1,0,1,"Serpong Utara, Tangerang Selatan"," Rp995,000,000.00 "
Rumah Mewah DUA LANTAI di Pamulang Bisa CICIL Developer,3,2,1,60,70,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp780,000,000.00 "
"Hunian Nyaman 10 mnt tol BSD, 30mnt MRT Lb Bulus, 7 mnt RS Buahati",3,2,1,71,65,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp955,000,000.00 "
Dijual Rumah siap huni di BSD,2,1,1,72,34,1,0,0,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp850,000,000.00 "
DI JUAL RUMAH 800 JUTA DI BINTARO,2,1,1,35,90,1,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp885,000,000.00 "
Jual Di Vila Dago Pamulang Dekat CIputat Dan Serpong,2,1,1,78,50,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp735,000,000.00 "
Rumah 2 lantai Siap Huni SHM nempel BSD,3,2,1,60,60,1,1,1,1,1,"Setu, Tangerang Selatan"," Rp700,000,000.00 "
HARGA GILA Rumah MEWAH 2 LT di CIPUTAT Bintaro dkt BSD Pamulang Timur,2,2,1,61,85,2,1,1,1,1,"Alam Sutera, Tangerang Selatan"," Rp1,000,000,000.00 "
Rumah Minimalis Serpong Dekat Jurangmangu/Pondok Aren/BSD,3,2,1,60,50,1,1,1,1,1,"Pamulang Barat, Tangerang Selatan"," Rp700,000,000.00 "
10 menit Tol Serpong 8 menit Stasiun KA Rawa Buntu,3,2,1,60,50,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp650,000,000.00 "
Rumah 2 Lantai Serpong Dekat Eka Hospital/Taman Kota BSD,3,2,1,60,50,1,1,1,1,1,"Serpong Utara, Tangerang Selatan"," Rp700,000,000.00 "
Jual Rumah Murah All in 5 juta di Pamulang,3,1,1,66,52,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp770,000,000.00 "
"Jual Rumah Murah 1,5 Lantai DP 0% di Tanggerang Selatan",3,1,1,66,52,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp770,000,000.00 "
"Rumah dijual di serpong free biaya surat²,akses dekat tol dan stasiun",3,3,2,80,80,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp1,000,000,000.00 "
Rumah Murah near Villa Dago Pamulang,3,2,1,85,80,2,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp815,000,000.00 "
Rumah Cantik Siap Huni Permata Pamulang Tangerang Selatan,2,1,1,90,55,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
Dapatkan segera Rumah siap Huni. Rumah Aman hati Tenang,3,2,1,72,72,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp868,000,000.00 "
Miliki Hunian Eksklusif 2 Lantai di Lokasi Strategis dekat Ke Unpam,2,2,1,60,60,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp868,000,000.00 "
Jual Rumah Serpong 2 Lantai Harga santai 4km Ke Stasiun Rawa Buntu,3,2,1,60,55,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp785,000,000.00 "
Cluster elegan minimalis dekat dengan walikota Tangsel di Pamulang,2,1,1,60,45,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp540,000,000.00 "
Rumah menarik punya artis murah,3,2,1,72,72,2,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp868,000,000.00 "
PARADESA PAMULANG BY RUMAID,3,2,1,66,76,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
CLUSTER MEWAH MINIMALIS LEGOK SERPONG,2,2,1,72,52,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp600,000,000.00 "
Rumah Cluster Baru 2 Lantai DP 5% 3X KPR Dan Cash,3,2,1,72,78,1,1,1,1,1,"Alam Sutera, Tangerang Selatan"," Rp900,000,000.00 "
di jual rumah ala resort di tengah kota tangsel,3,2,1,75,65,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp980,000,000.00 "
rumah siap huni di serpong tangerang selatan dekat bsd,2,2,1,62,60,1,1,1,0,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp1,000,000,000.00 "
Peeumahan Griya Rajawali 1 Sawah baru,2,1,1,90,60,1,0,0,0,0,"Sawah Baru, Tangerang Selatan"," Rp850,000,000.00 "
"rumah dalam cluster di vila pamulang, tangerang selatan.",2,2,1,60,74,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
rumah dijual di vila dago cluster nusa dua,3,2,1,108,80,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp895,000,000.00 "
Rumah Serpong Dekat Veteran/Kuningan/Sudirman,3,2,1,60,50,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp600,000,000.00 "
"rumah hook di dalam cluster, di Sudimara. Jombang. Tangerang Selatan",2,1,1,75,60,1,0,0,0,0,"Jombang, Tangerang Selatan"," Rp850,000,000.00 "
RUMAH DESAIN SANGAT BAGUS GOLDEN PARK 3 SERPONG... DIJAMIN NYAMAN DAN TENTRAM,3,3,1,50,24,1,1,0,1,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp750,000,000.00 "
Rumah Seken Terawat Siap Huni Green Serua Residence di Tangerang Selatan,2,1,1,84,42,1,1,0,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp960,000,000.00 "
Rumah Secondary Dalam Villa Pamulang Tangerang Selatan,3,1,1,78,70,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
Jual Rumah di Area Serpong Dekat Stasiun Cisauk,2,1,1,60,30,1,1,1,0,0,"Serpong, Tangerang Selatan"," Rp796,000,000.00 "
Cluster islami di Parigi Bintaro,3,1,1,50,55,1,1,0,1,1,"Bintaro, Tangerang Selatan"," Rp728,000,000.00 "
Rumah Ready Unit 2lantai,3,2,1,72,65,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp1,000,000,000.00 "
Rumah Full Renov 2 lantai di Pamulang,3,1,1,60,72,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
Rumah Mewah Samanea Hill Tipe Business Loft,2,1,1,63,107,1,1,0,0,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp851,720,793.00 "
Din.Rumah Dengan Lingkungan Asri Dan Sejuk Di Villa Pamulang,3,2,1,105,96,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp950,000,000.00 "
RUMAH SIAP HUNI DEKAT STASIUN SERPONG,2,1,1,90,80,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp700,000,000.00 "
Perumahan Cluster Artha Griya Lestari BSD Serpong L6x12,3,2,1,72,78,1,1,1,1,1,"Bintaro, Tangerang Selatan"," Rp850,000,000.00 "
CLUSTER ARTHA GRIYA LESTARI BSD SERPONG TIPE ANGGREK 4 JUTAAN,3,2,2,60,65,2,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp750,000,000.00 "
Cluster Perdana 4 Jutaan 2 Lantai di BSD Tangerang Selatan,3,2,1,60,65,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp750,000,000.00 "
Rumah readystock 2 lantai di Pamulang,3,2,1,65,70,1,0,0,0,0,Tangerang Selatan," Rp799,000,000.00 "
Dijual Rumah Seken Harga Terbaik Dekat Tol Rawa Buntu Siap Huni DP Ringan,2,1,1,72,54,1,1,1,0,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp877,500,000.00 "
Casa bintaro residence,3,2,1,60,65,1,1,0,1,0,"Bintaro, Tangerang Selatan"," Rp957,100,000.00 "
Paradesa Pamulang by Rumaid Rumah 2 lantai hanya Rp. 900 Juta-an,3,2,1,66,76,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
RUMAH 2 LT. DEKAT MALL SERPONG CITY PARADISE,2,2,1,76,55,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp950,000,000.00 "
299.Rumah Mewah Konsep Bali Modern Super Strategis kualitas Bata Merah,3,2,2,63,60,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp797,000,000.00 "
PROMO DP0% Luxurious Resort Living Bukit Dago - Perumahan Cluster Mewah,3,2,1,61,60,1,1,1,0,1,"Pamulang Barat, Tangerang Selatan"," Rp600,000,000.00 "
Dijual rumah di villa Dago Pamulang tangsel,3,2,1,185,159,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp950,000,000.00 "
New House Citra garden Serpong Tangerang Selatan CV,2,1,1,39,79,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp700,000,000.00 "
Jual Di Nusa Loka BSD Serpong,2,1,1,72,36,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp715,000,000.00 "
rumah dijual di vila dago pamulang cluster Kintamani,2,1,1,78,65,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp648,000,000.00 "
"Rumah di lingkungan tenang, aman dan bebas banjir di Pamulang",2,1,1,120,96,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp955,000,000.00 "
rumah rekondisi siap huni di vila dago,4,2,1,120,100,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp990,000,000.00 "
Dijual RUMAH BARU di Kawasan BSD.,2,1,1,60,69,1,0,0,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp650,000,000.00 "
READY STOCK RUM 2 LANTAI Cicilan mulai 4jt (ONLY DP 33 JT ALL IN) langsung akad,3,2,2,72,70,2,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
Rumah Baru SHM Terlaris Termurah Di Ciledug,2,1,1,60,40,1,1,0,0,0,"Jombang, Tangerang Selatan"," Rp790,000,000.00 "
PAMULANG PARK RESIDENCE FULL FURNISHED FREE BPHRB AJB KPR WOWW,2,1,1,121,60,1,1,1,0,0,"Pamulang Barat, Tangerang Selatan"," Rp980,000,000.00 "
Rumah murah bisa kpr bank,3,2,2,60,45,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp700,000,000.00 "
(pl)Rumah Gaya Jepang Kana Park Legok dekat Pintu Tol BSD City,2,1,1,60,27,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp521,000,000.00 "
Rumah 2 lantai murah lokasi strategis,3,2,1,50,65,1,1,0,1,0,"Bintaro, Tangerang Selatan"," Rp995,000,000.00 "
Rumah Second 2 Lantai Murah Siap Huni Di Reni Jaya,2,2,1,60,74,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp750,000,000.00 "
"Rumah dijual di Vila dago pamulang, masih layak huni",2,1,1,97,45,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp810,000,000.00 "
Rumah Dijual Second Akses Mobil di Legoso Ciputat Tangsel AIS,3,2,1,85,125,1,0,0,0,1,"Ciputat, Tangerang Selatan"," Rp850,000,000.00 "
Rumah Mewah Murah Millenial 2 Lantai Pamulang BSD,3,2,1,68,68,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
Rumah murah bisa kpr syariah banyak bonus,3,2,1,60,65,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp995,000,000.00 "
"Rumah dalam Cluster Murah Lokasi Strategis dekat Villa Dago, depan jalan rumah l",2,1,1,66,36,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp515,000,000.00 "
Cendana Residence Pamulang Akses Tol BSD Serpong,2,1,1,90,65,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp875,000,000.00 "
BUKIT NUSA INDAH FULL FURNISHED FREE BPHTB AJB KPR WOOW,2,2,1,83,50,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp995,000,000.00 "
"Dijual rumah 4 Kamar dekat stasiun Cisauk, Free Biaya All in",4,2,2,60,60,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp800,000,000.00 "
Cluster Cantik Spesifikasi Menawan Cashback Suka - Suka,3,2,2,60,65,2,1,1,1,1,"Bintaro, Tangerang Selatan"," Rp500,000,000.00 "
Rumah Cluster nuansa villa mewah dengan private rooftop,3,3,1,60,2,1,1,1,1,1,"Ciputat, Tangerang Selatan"," Rp972,000,000.00 "
Rumah 3 lantai bintaro one gate sistem,3,3,1,65,65,3,1,0,0,0,"Ciputat, Tangerang Selatan"," Rp950,000,000.00 "
Jual Rumah Di Serpong Garden Dekat BSD,2,1,1,84,45,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp750,000,000.00 "
Rumah Dijual Al Madina Premiere Di Tangerang Selatan,2,2,1,60,50,1,0,0,0,0,"Setu, Tangerang Selatan"," Rp795,000,000.00 "
Pamulang Park Residence hunian cantik dekat akses tol,2,1,1,84,50,1,0,0,0,0,"Pamulang Barat, Tangerang Selatan"," Rp745,000,000.00 "
S476.Hunian 1 dan 2 Lantai Modern Minimalis di Area Graha Raya Bintaro,2,1,1,60,40,1,0,0,0,0,"Serpong Utara, Tangerang Selatan"," Rp790,000,000.00 "
"jual rumah bebas Banjir, di cisauk_tanggerang_kareem",2,1,1,80,45,1,0,1,0,0,"Serpong, Tangerang Selatan"," Rp699,999,999.00 "
rumah baru siap huni posisi di dalam cluster ke amanan 24jm || row jalan dua mobil || lokasi strategis || lokasi di benda baru Pamulang Tangerang selatan,2,1,1,80,55,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp775,000,000.00 "
Jual hunian exklusif bintaro,2,2,1,60,65,1,1,0,1,0,"Cirendeu, Tangerang Selatan"," Rp970,000,000.00 "
"Rumah Cantik 2 Lantai View Indah DP 0% di Pamulang, Tangerang Selatan",3,2,1,75,69,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
Yuk beli rumah rumah bisa hutang,3,2,2,60,45,1,1,1,1,1,"Pamulang Barat, Tangerang Selatan"," Rp700,000,000.00 "
rumah 2 lantai dibawah 1 m free biaya ready stok,3,2,1,60,70,1,1,1,0,0,"Pamulang, Tangerang Selatan"," Rp775,000,000.00 "
Rumah Murah Dengan View Danau Di Tangsel - Serpong Lagoon,2,1,1,72,43,1,1,1,0,1,"Setu, Tangerang Selatan"," Rp709,000,000.00 "
