harga
6500000000.0
2500000000.0
1700000000.0
599000000.0
3500000000.0
5500000000.0
4000000000.0
800000000.0
2750000000.0
1200000000.0
1950000000.0
1200000000.0
5650000000.0
2800000000.0
8750000000.0
3000000000.0
3395000000.0
880000000.0
4100000000.0
1500000000.0
1100000000.0
1200000000.0
2172538000.0
1975000000.0
875000000.0
1900000000.0
2200000000.0
1790000000.0
1750000000.0
6000000000.0
1600000000.0
990000000.0
1500000000.0
7250000000.0
8500000000.0
1900000000.0
6500000000.0
1900000000.0
1600000000.0
2600000000.0
990000000.0
2300000000.0
1200000000.0
4700000000.0
4900000000.0
3700000000.0
2105400000.0
2050000000.0
2600000000.0
2200000000.0
3500000000.0
1850000000.0
614000000.0
5500000000.0
2900000000.0
1575000000.0
2200000000.0
2200000000.0
1700000000.0
4500000000.0
4029000000.0
2200000000.0
1500000000.0
600000000.0
4950000000.0
4700000000.0
2000000000.0
4600000000.0
6900000000.0
3366400000.0
2000000000.0
1350000000.0
7000000000.0
1000000000.0
2450000000.0
3650000000.0
5200000000.0
1850000000.0
2150000000.0
6500000000.0
1200000000.0
1680000000.0
900000000.0
900000000.0
2050000000.0
2100000000.0
3650000000.0
3200000000.0
500000000.0
3750000000.0
4200000000.0
3400000000.0
2000000000.0
3500000000.0
4000000000.0
3550000000.0
2440000000.0
2350000000.0
2200000000.0
950000000.0
1500000000.0
890000000.0
3100000000.0
664350000.0
5400000000.0
4750000000.0
1400000000.0
1300000000.0
998000000.0
950000000.0
2350000000.0
510000000.0
750000000.0
3100000000.0
1300000000.0
1200000000.0
2750000000.0
1500000000.0
2950000000.0
7000000000.0
3750000000.0
2600000000.0
2150000000.0
2699000000.0
6500000000.0
1415000000.0
925000000.0
880000000.0
2506150000.0
7350000000.0
2700000000.0
675000000.0
5000000000.0
750000000.0
2450000000.0
815000000.0
1600000000.0
1119900000.0
4500000000.0
1400000000.0
1200000000.0
810000000.0
3190000000.0
1100000000.0
1400000000.0
5900000000.0
6750000000.0
983000000.0
2950000000.0
1370000000.0
1250000000.0
595000000.0
8750000000.0
1251000000.0
600000000.0
2600000000.0
7000000000.0
1520000000.0
5200000000.0
3000000000.0
4950000000.0
999000000.0
3990000000.0
4750000000.0
500000000.0
1750000000.0
1100000000.0
2100000000.0
5886986000.0
1582860000.0
1250000000.0
1500000000.0
1275000000.0
1500000000.0
1300000000.0
580000000.0
4290000000.0
689000000.0
1142000000.0
4000000000.0
7100000000.0
1310000000.0
6856381000.0
1800000000.0
1100000000.0
950000000.0
600000000.0
1700000000.0
1063673445.0
4491000000.0
6800000000.0
850000000.0
6200000000.0
1100000000.0
1580000000.0
760500000.0
2250000000.0
1296000000.0
4500000000.0
5800000000.0
770000000.0
995000000.0
7537200000.0
4400000000.0
3458000000.0
6075000000.0
5250000000.0
1100000000.0
1350000000.0
2900000000.0
3400000000.0
2400000000.0
2000000000.0
2400000000.0
880000000.0
5500000000.0
700000000.0
8000000000.0
850000000.0
827000000.0
5900000000.0
728000000.0
1500000000.0
1400000000.0
1950000000.0
3000000000.0
2400000000.0
4000000000.0
5100000000.0
1150000000.0
1040000000.0
1499000000.0
2950000000.0
3120000000.0
4000000000.0
1050000000.0
2700000000.0
